title,company_name,job_description,job_requirments,location
Software QA Engineer - (Remote Job),TIS (Tech for Integrated Services),"['Responsible to execute manual and automated functional, performance, and security testing for websites and mobile applications. ', 'Devise test scenarios and document the test cases in a test management tool', 'Identify, prioritize and execute test cases in the various stages of the software development life cycle', 'Implement and execute quality assurance best practices and processes Product Testing', 'Set us and conduct thorough product testing with high-quality standards', 'Create and modify cases based on functional and non-functional requirements or existing functionality of the systems', 'Evaluate and test new or modified software to determine that software meets user requirements, documented business needs, and established quality standards', 'Apply various testing types and methodologies effectively during SDLC', 'Execute the test cases and log the test results', 'Participates in agile estimation taking into consideration project and process requirements during the development lifecycle.']","['3 - 4 years of experience in software testing.', 'Experience with Mobile and web testing.', 'Experience of API testing.', 'Strong hands-on experience with complex database schema and SQL queries.', 'Knowledge of Firebug, JMeter and Fiddler is a plus.', 'Knowledge of web and mobile Automation testing (Selenium, Appium, etc.)', 'Problem-solving skills.', 'Strong communication skills and ability to work in a dynamic environment.', 'Solid understanding of software development life cycle']",القاهرة القاهرة مصر
Software Testing Engineer,Thales,"['Using the software as intended to analyze its functional properties.', 'Validating software with client specs.', 'Designing and write test procedures to evaluate each software component/equipment.', 'Creating test reports.', 'Perform system acceptance tests with the client.', 'Record all client comments on ticketing system and its follow up until fix.']","['Bachelor’s degree in computer science, software engineering, or similar field.', '+2 year of proven work experience as a software test engineer.', 'Experience working with popular operating systems including Windows and Linux.', 'Experience working with different database engines (Oracle, SQL server).', 'Strong attention to detail.', 'Ability to perform detailed production use case analysis across all the system and provide the related reports.', 'Ability to design and write software testing procedures.', 'Good knowledge of TFS tool is a plus.', 'Strong command of English language, French is a plus.']",القاهرة القاهرة مصر
Senior Quality Assurance Engineer,Majid Al Futtaim,"['Participate in requirement reviews in order to write and help others write test cases', 'Create test cases for black/white box testing. Define test strategies based on software development plans', 'Perform acceptance test of user stories on a day-to-day basis', 'Carry out exploratory testing within an agile development environment.', 'Perform end-to-end tests in relation to larger releases with external stakeholders', 'Drive the squad’s test strategy and test efforts, e.g. taking initiative to automate where possible and coaching others', 'Analyse reported issues, verify and define them in the bug’s backlog', 'Reporting and continuously monitor the quality of work performed while maintaining all documentation', 'Participate in the continuous improvement if test processes and methodologies']","['Own the process during test periods where functionality is tested across several squads and departments', 'Be an active participant in grooming and planning, to ensure that acceptance criteria are testable']",القاهرة مصر
Software Quality Engineer,Dsquares,"['Design and execute test scenarios', 'Verify that implemented software meets the business requirements', 'Perform functional, integration, security, performance & usability testing for new or modified features based on quality and usability standards', 'Record and document results and compare to expected results', 'Suggest functionality improvements based on usability standards', 'Review requirements documents in terms of consistency, completeness, and correctness', 'Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions', 'Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine the breakdown source', 'Work as our 2nd line of support to perform the technical validation of our customers issues before escalating to the technical team']","['Bachelors of Computer Science or Computer Engineering', 'Years of experience: 1-2 years of experience or fresh graduates', 'Thorough understanding of software testing methodologies, QA tools and Agile principles', 'Attention to details', 'Proven ability to manage and prioritize multiple, diverse projects simultaneously', 'Must be flexible, independent and self-motivated', 'Experience in automation/Performance/Security is a plus', 'Relevant work experience in development and/or testing role', 'Good verbal and written communication skills', 'Time management and priority handling skills', 'Database manipulation skills, mainly in MS SQL']",القاهرة القاهرة مصر
Senior Software Testing Engineer,Foodics,"['Work with software developers and project support teams, test current products, identifying deficiencies, and suggest solutions to identified product problems', 'Investigate product quality in order to make improvements to achieve better customer satisfaction', 'Regularly review testing documentation and identify key KPIs for product quality, record and document results and compare to expected results.', 'Estimate, prioritize, plan and coordinate testing activities', 'Design, execute and maintain test casesand report issues through bug-tracking system', 'Design and execute test cases and test scripts on test management tools, ', 'Perform compatibility testing on the software', 'Test in different environments including web and mobile and run manual and automated tests', 'Work towards departmental and project deadlines', 'Provide objective feedback to software development project team and communicate findings to technical and non-technical colleagues']","['Bachelor’s degree in Computer Science, Product Management or relevant field', '4+ years of recent experience of relevant work', 'ISTQB certification is a must', 'Experience in manual testing (Mobile and Web)', 'Experience in automation testing (Mobile and Web)', 'Experience with bug tracking tools (JIRA, TFS, etc...)', 'Experience in Agile Teams', 'Deep understanding of APIs, Webservices, HTTP protocols.', 'Solid work experience in Webservices testing', 'Excellent command of the English language', 'Previous working experience involving agile Scrum', 'Nice to have experience in performance testing , security testing']",القاهرة القاهرة مصر
Software QC Engineer,Axis,"['Create, maintain, and execute comprehensive suites of test cases.', 'Reproduce customer issues, verify potential fixes, and write regression tests.', 'Analyze and troubleshoot test failures, submit defects, and communicate test results.', 'Track defects and verify fixes.', 'Participate in day-to-day QA activities, including the continuous integration and nightly running of automation scripts.', 'Conduct post-release/ post-implementation testing and regression testing.', 'Ability to work in a fast-paced and agile development environment.', 'Be creative and experiment with new solutions but pragmatic and committed to automation, reusability, optimization, maintainability, and quality.', 'Contribute to the required target delivery.', 'Efficient and supportive team member.']","['1-3 Years of proven experience in Software Testing, with proven knowledge of test management and issues tracking software.', 'Ability to document and troubleshoot errors, attain to details, and highlight possible risks', 'Experience in Web and mobile application testing', 'Knowledge about automated testing tools is a plus', 'Knowledge about RESTful and SOAP services testing is a plus', 'Knowledge about SQL databases is a plus', 'Previous working experience in Agile Scrum delivery teams is preferred.', 'Capabilities to write and execute unit test cases.', 'Knowledge of software engineering best practices and tools.', 'A University degree (BSc) in Software Engineering or similar background is preferred.', 'Good command of English (written and verbal).']",القاهرة مصر
QA Test Engineer,Siemens,"['Sponsors quality process and procedures throughout the entire product lifecycle including inspections, code reviews, requirements, code coverage and quality improvement.', 'Set expectations for product quality, create a plan to measure the expectations, and ensure execution of the plan.', 'Accountable for the predictability of schedules and measuring progress to goals against objectives.', 'Understands the level of quality required at different phases of the product lifecycle and ensures that the product works in the customer intended environment. Works with customers, marketing, and/or Customer Support to understand customer needs and requirements.', 'Record past verification and validation efforts to ensure reproducibility of results.', 'Assesses technical capability of product, including ease of use, functionality, reliability, and serviceability.', 'Testing product for defects and limitations, and boundaries (think of all the ways that a product might not work).', 'Collaborates and coordinates as needed with global engineering and QA teams.', 'Review functional and design specifications and other project documentation. Review internal and external product and release documentation and provide appropriate input to others, e.g. KPD, third party providers, etc.', 'Coordinate efforts with SW Development and Release Team members to ensure quality software releases.']","['B.Sc./M.Sc. in in Electrical Engineering Electronics and Communication/Computer Engineering.', '3 to 5 years of experience in testing and test automation.', 'Good knowledge in Linux/Unix OS. , Versioning control tools (CVS, git), Bash, Python, TCL and Defect Tracking Systems.', 'Good to have DRC, Standard verification rule format (SVRF) and Calibre tools.', 'Good knowledge of IC manufacturing process and IC layout design.', 'Good Knowledge of Software Quality Assurance processes and software testing concepts is an asset.', 'Excellent communication skills and ability to work closely with product owner and R&D to understand software features and customer usage.', 'Self-Motivated engineer with good capability for continuous learning.']",القاهرة قسم ثان القاهرة الجديدة مصر
Junior Software Tester,TechLabs London,"['Working in Agile Environment .', 'Planning and designing and implementing test cases .', 'Creating Testing (Scenarios) then cases on Devops', 'Create Test suites and Test Cases and defects.', 'Doing Smoke, Sanity, Retesting and Regression Testing for every new build', 'Testing web Apps and mobile Apps', 'Define Testing scope', 'Automate regression tests using Selenium', 'Doing API Testing .']","['1-2 years of Software testing experience.', 'Bachelor’s Degree in Computer Science, Computer Engineering, Information Technology, or a related field (or equivalent)', 'Manual testing in Agile environment and waterfall', 'Automation Testing Tools.', 'Knowledge of Devops & Jira', 'Design and develop automation scripts is a plus.', 'Good in using Selenium & Testng', 'ISTQB Certified is a plus']",القاهرة القاهرة مصر
Software Test Engineer,PaxeraHealth,"['Develop and implement instances of manual tests and automation test scripts.', 'Perform all test activities, including error reporting and retest, root cause analysis, regression test and acceptance test.', 'Review job specifications and participate in the product design process.', 'Review product requirements with product managers and developers for consistency and accuracy and to define test cases and acceptance criteria', 'Estimate, prioritize and plan test activities.', 'Create status reports and summarize test progress in project team meetings.', 'Monitor junior team members and work with team leadership to develop their technical and personal skills.', 'Implement, track and report on key metrics to ensure full coverage of functional and non-functional requirements.', 'Continuously improving the quality, testing process.']","['Experience: Minimum 2-4 years of experience', 'Education: Computer Science or a related discipline', 'Certification(s): ISTQB certificate is a must.', 'Special Course(s): Software test automation course.', 'TECHNICAL SKILLS: Good knowledge of SDLC, SQL, IIS,', ""Ability to detect weaknesses and work on developing own and others' skills."", 'Excellent communication skills; ability to effectively communicate and present across multiple business functions', 'High attention to details.', 'Strong analytical and troubleshooting skills.', 'Experience working in an agile environment.']",الجيزة قسم ثان 6 اكتوبر مصر
Software Quality Assurance Engineer,Curenta,"['Plan, execute, and oversee inspection and testing of products to confirm quality and conformance to specifications and deliverables', 'Assist operations in tracking, documenting, and reporting quality levels as well as CSR, environmental, and health and safety goals/KPIs', 'Analyze and investigate product complaints or reported quality issues to ensure resolution in accordance with company guidelines and external regulatory requirements', 'Develop or update company procedures to ensure capture, investigation, and proper documentation of complaints', 'Monitor risk-management procedures, and maintain problem logs for identifying and reporting issues to management and product development', 'Provide training and support to the quality assurance team that includes systems, policies, procedures, and core processes']","['Experience as Quality Assurance Engineer', 'Superb computer competence, including database management', 'Knowledge of quality assurance terminology, methods, and tools', 'Experience with a variety of different testing techniques such as UI Testing, Automated Testing, Test Driven Development Strategies, and others.', 'Having programming skills to automate test cases, is a plus', 'Experience with automation testing tools like Selenium, JMeter, … etc, is a plus', 'Understanding of unit-testing, integration testing, acceptance testing, load testing, and performance testing', 'Experience with web security technology', 'Experience with software QA processes and tools like Testim, Autify, Kobiton, testRigor, … etc, is preferred', 'Excellent analytical, problem-solving, detail-oriented, and decision-making skills', 'Demonstrated knowledge of testing best practices, version control practices, and defect management practices', 'Fluency in more than one language', 'Understanding of Agile/Scrum methodology', 'Professional certification such as Six Sigma, CQE, or CQA is a plus']",القاهرة مصر
Software Quality Engineer,Arrow Electronics,"[' Review of software requirements', ' Design test methods, test cases , and other documentation for functional and regression testing under leader supervision.', ' Executes engineering test cases or baseline/integration test cases and ensures that results are recorded.', ' Identifies defects consistently and clearly that defects can be reproduced by the development team. Works with development as required to help reproduce issues and to ensure defects are understood and valid', ' Preparation of test reports']","["" Bachelor's Degree in Computer Science/Information system-related fields. Faculty of Computers and information or Engineering is preferred."", ' Experience 1 year of related Software Quality Engineering.', ' Solid understanding of testing components and deliverables within the Systems Development Life Cycle (SDLC)', ' Ability to understand business requirements and translate them into tests.', ' Ability to work with software developers and discuss technical issues.', ' Experience writing SQL queries.', ' ISTQB certificate is preferred', ' Database experience is a must', ' Automation experience using selenium tool is preferred', ' Performance experience using JMeter is preferred', ' Good personal and communication skills.', ' Experience practicing any high-level programming Languag (Java preferred)', ' Good written and verbal communication and interpersonal skills needed.']",القاهرة القاهرة مصر
Mid Tester,geidea,"['Work with a self-organized team to deliver shippable features.', 'Review/analyze requirements and/or user stories to identify any missing information needed to perform software testing.', 'Design and develop test cases and automation scripts.', 'Execute assigned test cases.', 'Analyze test execution results, and report any bugs or glitches clearly. ', 'Checking the quality defects.', 'Support web UI and Backend automation testing.']","['Liaising with Product Owners and Test Managers in sprint planning.', 'Working closely with the Scrum squads.', 'Participate in user stories and refinement sessions.', 'Prepare both manual test cases and automation test scripts.', 'Test applications and systems.']",القاهرة القاهرة الجديدة مصر
Software Quality Engineer,MVP Solutions,"['Prepare, review, and participate in test planning and provide estimation for testing activities', 'Designs testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test level, as defined in business or technical specifications.', 'Review stories’ acceptance criteria and business requirements till they are ready for the dev team.', 'Creates & manages bug reports and communicates with the team.', 'Participates in a cross-functional team working in a highly dynamic agile environment.']","['University degree in computer science, engineering, or any related field', '1 to 4 years of experience as a Software Quality/Testing Engineer.', 'Strong knowledge of software QC methodologies, tools, and processes.', 'Demonstrated passion for learning new technologies.', 'Strong consistency and attention to detail.', 'Strong interpersonal skills with a proven ability to collaborate.', 'Excellent written and verbal communication skills.', 'Experience in API testing using postman and swagger.', 'Experience in Mobile testing.', 'Experience in Test Automation tools and frameworks (Selenium, Appium, Rest Assured).', 'Experience in performance testing using (JMeter and BlazeMeter) is a plus.', 'ISTQB-FL is preferred ']",القاهرة القاهرة مصر
Software Quality Assurance Engineer,Reliance Health,"[""Analyzing users' stories and/use cases/requirements for validity and feasibility"", 'Collaborate closely with other team members and departments', 'Execute all levels of testing (System, Integration, and Regression)', 'Design and develop automation scripts when needed', 'Detect and track software defects and inconsistencies', 'Provide timely solutions', 'Apply quality engineering principles throughout the Agile product lifecycle', 'Provide support and documentation']","['Minimum 5 years of experience as a Software Tester or similar role', 'Ability to handle multiple tasks simultaneously', 'Experience in Automated testing is nice to have', 'Ability to work in a fast-paced environment with minimal supervision', 'Sense of ownership and pride in your performance and its impact on the company’s success', 'Critical thinker and problem-solving skills', 'Good time-management skills', 'Great interpersonal and communication skills', 'Experience working on a 100% remote team', 'Experience with Spring boot microservices']",القاهرة القاهرة مصر
Senior Software Tester,Rawaj-HCM,"['Prepare reports on all aspects related to the software testing carried out and reporting to the Analysts Development team.', 'Interact with the product team to understand product requirements.', 'Participate in product design reviews and provide input on requirements, product design, and potential problems.', 'Analyze test results, test data, bugs and production defects.', 'Responsible for personally contributing to test cases creation and test execution alongside managing testing team capacity.', 'Record and document results and compare to expected results.', 'Suggest functionality improvements based on usability standards.', 'Review user stories and user acceptance criteria in terms of consistency, completeness, and correctness.', 'Collaborate with software Engineers to develop effective strategies and test plans.', 'Help troubleshoot issues.', 'Work with cross-functional teams to ensure quality throughout the software development lifecycle.']","['Bachelor of Computer Science or any related discipline.', '5+ years of proven experience as a Quality Assurance or software Tester or similar role.', 'Experience in project management and end-to-end test process.', 'Proven experience in manual and automation testing.', 'Familiarity with Agile frameworks and regression testing is a must.', 'Experience with Redmine or similar issue tracking tools.', 'Experience with Selenium, JMeter, AppSignal or any similar test automation tools.', 'Ability to deal with code repositories, databases and troubleshoot errors in the testing environment.', 'Hands on experience with SQL, postman and any scripting language.', 'Excellent communication skills.', 'Attention to details.', 'Analytical mind and problem-solving aptitude.', 'Strong organizational skills.', 'Up-to-date knowledge of software test design and testing methodologies.', 'Experience with e-Commerce and FinTech industry is a big plus.']",القاهرة قسم المعادي مصر
